PARENTESCO,VALOR_ASIG_RETIRO,REAJUSTE,TOTAL_ASIGNACION,ADICIONALES,TOTAL_DEVENGADO,TOTAL_DESCUENTO,NETO_PAGAR,COSTO TOTAL_NOMINA_2019,TOTAL_PRESUPUESTO GENERAL_NACION_2019,FUERZA,GRADO_ALFABETICO,RANGO,SEXO,EDAD,CIUDAD,DPTO,PAIS
TITULAR,2138328,0,2138328,0,2017291,711038,1306253,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,SEVILLA,VALLE DEL CAUCA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,64229,1220345,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,MOCOA,PUTUMAYO,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,133865,1883426,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,BARRANQUILLA,ATLANTICO,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,118713,1745542,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,DISTRACCION,LA GUAJIRA,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,932106,932149,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,293898,990676,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,54,IBAGUE,TOLIMA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,619813,664761,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,AYAPEL,CORDOBA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,136871,1880420,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,111365,1905926,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,100865,1916426,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,NEIVA,HUILA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,641739,642835,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,MONTERIA,CORDOBA,COLOMBIA
TITULAR,1523866,0,1523866,0,1437610,623501,814109,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,PIEDECUESTA,SANTANDER,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,845255,1172036,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,VILLAVICENCIO,META,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,377833,906741,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,PEREIRA,RISARALDA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,382001,902573,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,BUESACO,NARIÑO,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,617091,667483,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,MONTERIA,CORDOBA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,706706,1310585,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,YONDO-CASABE,ANTIOQUIA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,608179,1409112,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,876033,988222,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,BARRANQUILLA,ATLANTICO,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,117013,1900278,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,VILLAVICENCIO,META,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,427415,857159,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,PASTO,NARIÑO,COLOMBIA
TITULAR,1368297,0,1368297,0,1290846,102103,1188743,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,YOPAL,CASANARE,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,595333,689241,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,VALLEDUPAR,CESAR,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,757760,1106495,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,VALLEDUPAR,CESAR,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,95377,1189197,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,56,VILLAVICENCIO,META,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,567520,717054,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,54,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,404153,1613138,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,MELGAR,TOLIMA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,950020,1067271,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,CUCUTA,NORTE DE SANTANDER,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,991341,1025950,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,119698,1897593,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,VILLAVICENCIO,META,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,671674,1345617,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,CIMITARRA,SANTANDER,COLOMBIA
TITULAR,2138328,0,2138328,0,1864255,570380,1293875,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,SANTA MARTA,MAGDALENA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,444542,1572749,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,SANTA MARTA,MAGDALENA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,859721,1157570,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,CUCUTA,NORTE DE SANTANDER,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,78729,1205845,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,JAMUNDI,VALLE DEL CAUCA,COLOMBIA
TITULAR,1562806,0,1562806,0,1474345,88663,1385682,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,145774,1718481,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,55,FLORIDABLANCA,SANTANDER,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,64229,1220345,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,BELLO,ANTIOQUIA,COLOMBIA
TITULAR,1523866,0,1523866,0,1437610,398346,1039264,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,EL CERRITO,VALLE DEL CAUCA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,83861,1200713,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,GIRON,SANTANDER,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,117013,1900278,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,2317788,0,2317788,0,2186593,441761,1744832,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,50,BUGA,VALLE DEL CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,993491,1023800,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,52,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,636232,648342,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,53,COVEÑAS,SUCRE,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,710542,1306749,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,466740,1550551,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,CARTAGO,VALLE DEL CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,996311,1020980,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,56,AGUA DE DIOS,CUNDINAMARCA,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,129219,1735036,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,MELGAR,TOLIMA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,613384,671190,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,49,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,972601,1044690,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,GUAMO,TOLIMA,COLOMBIA
TITULAR,1913927,0,1913927,0,1805591,109113,1696478,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,703581,1160674,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,GIRON,SANTANDER,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,467151,1397104,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,MONTERIA,CORDOBA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,309290,975284,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,MELGAR,TOLIMA,COLOMBIA
TITULAR,2118052,0,2118052,0,1998162,127079,1871083,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,CAREPA,ANTIOQUIA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,132013,1885278,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,YOPAL,CASANARE,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,898018,966237,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,IBAGUE,TOLIMA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,350458,1666833,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,VALLEDUPAR,CESAR,COLOMBIA
TITULAR,1700215,0,1700215,0,1603977,293032,1310945,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,58,NEIVA,HUILA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,609567,675007,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,VILLAVICENCIO,META,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,891835,972420,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,ENCISO,SANTANDER,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,428861,855713,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,SABANALARGA,ATLANTICO,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,92512,1192062,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,57,OCAÑA,NORTE DE SANTANDER,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,428957,855617,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,EL CARMEN DE BOLIVAR,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,578021,1439270,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,619425,1397866,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,MONTERIA,CORDOBA,COLOMBIA
TITULAR,1913927,0,1913927,0,1805591,866572,939019,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,54,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,997145,1020146,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,54,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,471596,1545695,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,MONTENEGRO,QUINDIO,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,637083,1227172,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,872513,991742,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1523866,0,1523866,0,1284574,625429,659145,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,NEIVA,HUILA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,713014,1304277,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,274994,1742297,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,53,SAN ESTANISLAO,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,120497,1896794,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,640787,643787,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,SAN ANTERO,CORDOBA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,628197,656377,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,393713,1470542,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,BARRANQUILLA,ATLANTICO,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,424229,860345,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,55,BARRANQUILLA,ATLANTICO,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,274006,1743285,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,53,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,962412,1054879,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,389973,1627318,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,53,SAN JUAN DE BETULIA,SUCRE,COLOMBIA
TITULAR,2401669,0,2401669,0,2265726,113286,2152440,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,52,LORICA,CORDOBA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,1008569,1008722,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,56,SINCELEJO,SUCRE,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,149131,1868160,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,58,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,95919,1188655,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,52,LORICA,CORDOBA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,433169,851405,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,BELLO,ANTIOQUIA,COLOMBIA
TITULAR,1523866,0,1523866,0,1437610,273743,1163867,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,VALLEDUPAR,CESAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,394680,1622611,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,56,PEREIRA,RISARALDA,COLOMBIA
TITULAR,1601675,0,1601675,0,1511014,75551,1435463,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,CHINACOTA,NORTE DE SANTANDER,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,727763,1289528,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,54,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,2227221,0,2227221,0,2101152,115558,1985594,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,ARMENIA,QUINDIO,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,977128,1040163,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,419729,864845,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,125491,1738764,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,55,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,120497,1896794,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,CORRALES,BOYACA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,289897,1727394,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,RIOHACHA,LA GUAJIRA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,932706,1084585,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,613892,670682,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,CHIA,CUNDINAMARCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,1008024,1009267,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,107427,1909864,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,54,NEIVA,HUILA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,574536,710038,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,NEIVA,HUILA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,432538,852036,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,PITALITO,HUILA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,128717,1888574,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,2152459,0,2152459,0,1284574,102143,1182431,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,SAN AGUSTIN,HUILA,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,894218,970037,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,327698,1689593,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,295741,1721550,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,963332,1053959,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,ARMENIA,QUINDIO,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,395633,888941,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,POPAYAN,CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,123698,1893593,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,477196,1540095,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,MELGAR,TOLIMA,COLOMBIA
TITULAR,1913927,0,1913927,0,1805591,122280,1683311,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,YOPAL,CASANARE,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,120497,1896794,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,100865,1916426,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,54,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,463857,1553434,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,58,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,407684,876890,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,ARJONA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,447313,1569978,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,80377,1204197,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,52,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,473064,1544227,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,492394,792180,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,52,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,945253,1072038,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,57,BOGOTÁ,BOGOTÁ D.C,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,635283,649291,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,821113,1196178,337732874881,243817588608569,ARMADA,IP,SOLDADO,MASCULINO,51,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,1779482,0,1779482,0,1678757,744745,934012,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,55,CHIGORODO,ANTIOQUIA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,104219,1180355,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,PITALITO,HUILA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,700812,1316479,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,CARTAGO,VALLE DEL CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,864418,1152873,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,CUCUTA,NORTE DE SANTANDER,COLOMBIA
TITULAR,1523866,0,1523866,0,1437610,549186,888424,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,MEDELLIN,ANTIOQUIA,COLOMBIA
TITULAR,1601675,0,1601675,0,1511014,102722,1408292,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,PAZ DE ARIPORO (MORENO),CASANARE,COLOMBIA
TITULAR,2314679,0,2314679,0,2183660,1015435,1168225,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,POPAYAN,CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,117013,1900278,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,DOSQUEBRADAS,RISARALDA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,494023,1523268,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,53,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,680585,1336706,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,991930,1025361,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,CAJICA,CUNDINAMARCA,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,685016,1332275,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,BUCARAMANGA,SANTANDER,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,633147,651427,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,49,TULUA,VALLE DEL CAUCA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,599641,684933,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,56,ARJONA,BOLIVAR,COLOMBIA
TITULAR,1523866,0,1523866,0,1437610,556938,880672,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,PALMIRA,VALLE DEL CAUCA,COLOMBIA
TITULAR,1523866,0,1523866,0,1437610,339507,1098103,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,AGUACHICA,CESAR,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,598551,686023,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,SANTA MARTA,MAGDALENA,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,103713,1760542,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,MELGAR,TOLIMA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,628874,655700,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,CALI,VALLE DEL CAUCA,COLOMBIA
TITULAR,1976110,0,1976110,0,1864255,655182,1209073,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,52,CUCUTA,NORTE DE SANTANDER,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,307025,977549,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,50,GUAMAL,META,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,447516,837058,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,48,VILLAVICENCIO,META,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,548235,1469056,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,CARTAGENA,BOLIVAR,COLOMBIA
TITULAR,2138328,0,2138328,0,2017291,100865,1916426,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,55,BOGOTÁ,CUNDINAMARCA,COLOMBIA
TITULAR,1361648,0,1361648,0,1284574,107541,1177033,337732874881,243817588608569,EJÉRCITO,SLP,SOLDADO,MASCULINO,51,RAGONVALIA,NORTE DE SANTANDER,COLOMBIA
